pk 	 fp 	 name
1242 	 financial-disclosures/2016/Gordon-AP. J3. 09. NV _R_16.tiff 	 xx
xxx 	 financial-disclosures/2013/A - G/Carter-SW. J3. 08. ARE_R_13.tiff 	 Susan Webber Carter
9663 	 financial-disclosures/2013/A - G/Carter-WB. M. 06. TNE_R_13.tiff 	 xx
8784 	 financial-disclosures/2016/Gorman-MP B.07.ILC _R_16.tiff 	 xx
9444 	 financial-disclosures/2016/Gorenstein-GW. M. 02. NYS_SPE_R_16.tiff 	 xx
xxx 	 financial-disclosures/2016/Gomez-CV. J1. 03. VI SIA_R_16.tiff 	 Curtis V Gomez
1233 	 financial-disclosures/2016/Gonzales-KJ. J3. 10. NM_R_16.tiff 	 xx
xxx 	 financial-disclosures/2016/Gonzalez Rogers-YG J3.09.CAN _R_16.tiff 	 Yvonne Gonzalez Rogers
2643 	 financial-disclosures/judicial-watch/William D Quarles Jr Financial Disclosure Report for 2005.pdf 	 xx
2643 	 financial-disclosures/judicial-watch/William D Quarles Jr Financial Disclosure Report for 2006.pdf 	 xx
2643 	 financial-disclosures/judicial-watch/William D Quarles Jr Financial Disclosure Report for 2003.pdf 	 xx
2643 	 financial-disclosures/judicial-watch/William D Quarles Jr Financial Disclosure Report for 2004.pdf 	 xx
2643 	 financial-disclosures/judicial-watch/William D Quarles Jr Financial Disclosure Report for 2009.pdf 	 xx
2643 	 financial-disclosures/judicial-watch/William D Quarles Jr Financial Disclosure Report for 2010.pdf 	 xx
2643 	 financial-disclosures/judicial-watch/William D Quarles Jr Financial Disclosure Report for 2007.pdf 	 xx
2643 	 financial-disclosures/judicial-watch/William D Quarles Jr Financial Disclosure Report for 2008.pdf 	 xx
3111 	 financial-disclosures/judicial-watch/William D Stiehl Financial Disclosure Report for 2003.pdf 	 xx
3111 	 financial-disclosures/judicial-watch/William D Stiehl Financial Disclosure Report for 2004.pdf 	 xx
1235 	 financial-disclosures/2016/Gonzalez, Jr.-JA. J3. 11. FLS_Resp_R_16.tiff 	 xx
9170 	 financial-disclosures/2016/Goodman-J. M. 11. FLS_SPE_R_16.tiff 	 xx
xxx 	 financial-disclosures/2014/R-Z/Simonton-AM. M. 11. FLS_R_14.tiff 	 Andrea M Simonton
2972 	 financial-disclosures/2014/R-Z/Simon-PP. J3. 07. INN._Resp_R_14.tiff 	 xx
2971 	 financial-disclosures/2014/R-Z/Simon-MH J3. 09. OR_R_14.tiff 	 xx
9082 	 financial-disclosures/2015/N - R/Oberto-SK M. 09. CAE_R_15.tiff 	 xx
2969 	 financial-disclosures/2014/R-Z/Simandle-JB. J3. 03. NJ_R_14.tiff 	 xx
8739 	 financial-disclosures/2014/R-Z/Silverstein-LS B. 03. DE_Init_Resp_R_14.tiff 	 xx
2968 	 financial-disclosures/2014/R-Z/Silverman-BG J3. 09._R_14.tiff 	 xx
2967 	 financial-disclosures/2014/R-Z/Silver-RO J3. 09. AZ_R_14.tiff 	 xx
2454 	 financial-disclosures/2015/N - R/O'Malley-KM J3. 06. OHN_R_15.tiff 	 xx
2455 	 financial-disclosures/2015/N - R/O'Meara-JC J3. 06. MIE_R_15.tiff 	 xx
9258 	 financial-disclosures/2015/N - R/O'Hara-JP M. 10. KS_R_15.tiff 	 xx
2453 	 financial-disclosures/2015/N - R/O'Kelley-WC J3. 11. GAN_R_15.tiff 	 xx
2458 	 financial-disclosures/2015/N - R/O'Scannlain-DF J3. 09_R_15.tiff 	 xx
9176 	 financial-disclosures/2015/N - R/O'Sullivan-JJ M. 11. FLS_R_15.tiff 	 xx
2978 	 financial-disclosures/2014/R-Z/Singal-GZ J3. 01. ME_R_14.tiff 	 xx
2456 	 financial-disclosures/2015/N - R/O'Neill-LJ J3. 09. CAE_R_15.tiff 	 xx
9646 	 financial-disclosures/2016/Goodstein-AE. M. 07. WIE _R_16.tiff 	 xx
2455 	 financial-disclosures/2016/O'Meara-JC. J3. 06. MIE_R_16/O'Meara-JC. J3. 06. MIE_R_16_Page_8.tiff 	 xx
xxx 	 financial-disclosures/2016/O'Neil,Jr.-TN. J3. 03. PAE_Resp_R_16.tiff 	 Thomas N. O'Neil
1238 	 financial-disclosures/2016/Goodwin-AT. J3. 09. -- _R_16.tiff 	 xx
2454 	 financial-disclosures/2016/O'Malley-KM. J3. 06. OHN Resp_R_16.tiff 	 xx
2455 	 financial-disclosures/2016/O'Meara-JC. J3. 06. MIE_R_16/O'Meara-JC. J3. 06. MIE_R_16_Page_1.tiff 	 xx
2455 	 financial-disclosures/2016/O'Meara-JC. J3. 06. MIE_R_16/O'Meara-JC. J3. 06. MIE_R_16_Page_2.tiff 	 xx
2455 	 financial-disclosures/2016/O'Meara-JC. J3. 06. MIE_R_16/O'Meara-JC. J3. 06. MIE_R_16_Page_3.tiff 	 xx
2455 	 financial-disclosures/2016/O'Meara-JC. J3. 06. MIE_R_16/O'Meara-JC. J3. 06. MIE_R_16_Page_4.tiff 	 xx
2455 	 financial-disclosures/2016/O'Meara-JC. J3. 06. MIE_R_16/O'Meara-JC. J3. 06. MIE_R_16_Page_5.tiff 	 xx
2455 	 financial-disclosures/2016/O'Meara-JC. J3. 06. MIE_R_16/O'Meara-JC. J3. 06. MIE_R_16_Page_6.tiff 	 xx
2455 	 financial-disclosures/2016/O'Meara-JC. J3. 06. MIE_R_16/O'Meara-JC. J3. 06. MIE_R_16_Page_7.tiff 	 xx
581 	 financial-disclosures/2013/A - G/Cercone-DS J3. 03. PAW_R_13.tiff 	 xx
3558 	 financial-disclosures/judicial-watch/Terry L Wooten Financial Disclosure Report for 2009.pdf 	 xx
3558 	 financial-disclosures/judicial-watch/Terry L Wooten Financial Disclosure Report for 2010.pdf 	 xx
3558 	 financial-disclosures/judicial-watch/Terry L Wooten Financial Disclosure Report for 2007.pdf 	 xx
xxx 	 financial-disclosures/2013/H - M/Jaroslovsky-A. B. 09. CAN_R_13.tiff 	 Alan Jaroslovsky
1620 	 financial-disclosures/2013/H - M/Jarvey-JA. J3. 08. IAS_R_13.tiff 	 xx
9494 	 financial-disclosures/2013/H - M/Jelderks-JA. M. 09. OR_R_13.tiff 	 xx
1623 	 financial-disclosures/2013/H - M/Jenkins-BS. J3. 10. UT_R_13.tiff 	 xx
8867 	 financial-disclosures/2013/H - M/James-LM. B. 04. NCM_R_13.tiff 	 xx
xxx 	 financial-disclosures/2013/H - M/James-ME. M. 09. CAN_R_13.tiff 	 Maria-Elena James
1617 	 financial-disclosures/2013/H - M/James-RG. J3. 05. LAW_Resp_R_13.tiff 	 xx
xxx 	 financial-disclosures/2013/H - M/James-TJ. M. 10. KS_R_13.tiff 	 Teresa J James
3558 	 financial-disclosures/judicial-watch/Terry L Wooten Financial Disclosure Report for 2005.pdf 	 xx
9146 	 financial-disclosures/2013/H - M/Jenkins-EA M. 11. FLM SPE_SIA_R_13.tiff 	 xx
8747 	 financial-disclosures/2013/H - M/Jennemann-KS. B. 11. FLM_R_13.tiff 	 xx
3558 	 financial-disclosures/judicial-watch/Terry L Wooten Financial Disclosure Report for 2006.pdf 	 xx
3133 	 financial-disclosures/2016/Sullivan-EG  J3.DC  Resp_R_16.tiff 	 xx
9529 	 financial-disclosures/2016/Sullivan-PA M. 01. RI _SPE_Resp_R_16.tiff 	 xx
xxx 	 financial-disclosures/2016/Stucky-SW. J1. -- AF_R_16.tiff 	 Scott W. Stucky
3129 	 financial-disclosures/2016/Suddaby-GT. J3. 02. NYN_R_16.tiff 	 xx
3131 	 financial-disclosures/2016/Suhrheinrich-RF. J3. 06. --_SIA_R_16.tiff 	 xx
3132 	 financial-disclosures/2016/Suko-LR. J3. 09. WAE_R_16.tiff 	 xx
8637 	 financial-disclosures/2016/Strand-LT. J3. 08. IAN_Resp_R_16.tiff 	 xx
9510 	 financial-disclosures/2016/Strawbridge-DR. M. 03. PAE_R_16.tiff 	 xx
3125 	 financial-disclosures/2016/Strom-LE. J3. 08. NE_R_16.tiff 	 xx
9636 	 financial-disclosures/2016/Strombom-KL. M. 09. WAW_Final_R_16.tiff 	 xx
8688 	 financial-disclosures/2015/A-H/Bason-NW. B. 09. CAC_R_15.tiff 	 xx
197 	 financial-disclosures/2015/A-H/Bastian-SA. J3. 09. WAE_R_15.tiff 	 xx
xxx 	 financial-disclosures/2015/A-H/Bartick-DH M. 09. CAS_R_15.tiff 	 David H Bartick
191 	 financial-disclosures/2015/A-H/Bartle-HIII J3. 03. PAE_SPE_R_15.tiff 	 xx
9670 	 financial-disclosures/2015/A-H/Bartley-M J1. VET_R_15.tiff 	 xx
194 	 financial-disclosures/2015/A-H/Bashant-CA. J3. 09. CAS_Resp_R_15.tiff 	 xx
189 	 financial-disclosures/2015/A-H/Barry-MT/Barrry-MT_R_15_Page_124.tiff 	 Maryanne Trump Barry
189 	 financial-disclosures/2015/A-H/Barry-MT/Barrry-MT_R_15_Page_125.tiff 	 Maryanne Trump Barry
189 	 financial-disclosures/2015/A-H/Barry-MT/Barrry-MT_R_15_Page_126.tiff 	 Maryanne Trump Barry
189 	 financial-disclosures/2015/A-H/Barry-MT/Barrry-MT_R_15_Page_127.tiff 	 Maryanne Trump Barry
881 	 financial-disclosures/judicial-watch/William P Dimitrouleas Financial Disclosure Report for 2007.pdf 	 xx
881 	 financial-disclosures/judicial-watch/William P Dimitrouleas Financial Disclosure Report for 2008.pdf 	 xx
xxx 	 financial-disclosures/2014/G-L/Keyes-JJ M. 08. MN_R_14.tiff 	 Jeffrey J Keyes
9397 	 financial-disclosures/2014/G-L/Khalsa-KK M. 10. NM_SPE_R_14.tiff 	 xx
189 	 financial-disclosures/2014/A-F/Barry-MT. J3. 03_14/Barry-MT J3. 03. SIA_R_14_Page_140.tiff 	 xx
189 	 financial-disclosures/2014/A-F/Barry-MT. J3. 03_14/Barry-MT J3. 03. SIA_R_14_Page_139.tiff 	 xx
xxx 	 financial-disclosures/2014/G-L/Kenney-BF. 04. VAE_R_14.tiff 	 Brian F Kenney
xxx 	 financial-disclosures/2014/G-L/Kenton-VB. M. 09. CAC_R_14.tiff 	 Victor B. Kenton
9405 	 financial-disclosures/2014/G-L/Kennedy-HL M. 09. MP_Resp_R_14.tiff 	 xx
1752 	 financial-disclosures/2014/G-L/Kennelly-MF J3. 07. ILN_R_14.tiff 	 xx
1763 	 financial-disclosures/2014/G-L/Kessler-G J3. DC. DC_R_14.tiff 	 xx
1765 	 financial-disclosures/2014/G-L/Kethledge-RM J3. 06_Resp_R_14.tiff 	 xx
1758 	 financial-disclosures/2014/G-L/Kern-TC J3. 10. ON_R_14.tiff 	 xx
xxx 	 financial-disclosures/2014/G-L/Kerrigan-KM J1. TAX_R_14.tiff 	 Kathleen Kerrigan
3451 	 financial-disclosures/2013/T - Z/White-JS. J3. 09. CAN_R_13.tiff 	 xx
xxx 	 financial-disclosures/2013/T - Z/White-PA. M. 11. FLS_R_13.tiff 	 Patrick A White
xxx 	 financial-disclosures/2013/T - Z/White-GA. M. 06. OHN_R_13.tiff 	 Gregory A. White
3450 	 financial-disclosures/2013/T - Z/White-HN. J3. 06. --_R_13.tiff 	 xx
8918 	 financial-disclosures/2013/T - Z/Whipple-MA. B. 06. OHN_R_13.tiff 	 xx
714 	 financial-disclosures/judicial-watch/Deborah L Cook Financial Disclosure Report for 2006.pdf 	 xx
8684 	 financial-disclosures/2013/T - Z/Whinery-BM. B. 09. AZ_R_13.tiff 	 xx
xxx 	 financial-disclosures/2013/T - Z/Whipple-HD. J3. 08. MOW_R_13.tiff 	 Dean Whipple
590 	 financial-disclosures/judicial-watch/Deborah K Chasanow Financial Disclosure Report for 2009.pdf 	 xx
590 	 financial-disclosures/judicial-watch/Deborah K Chasanow Financial Disclosure Report for 2010.pdf 	 xx
714 	 financial-disclosures/judicial-watch/Deborah L Cook Financial Disclosure Report for 2003.pdf 	 xx
714 	 financial-disclosures/judicial-watch/Deborah L Cook Financial Disclosure Report for 2004.pdf 	 xx
590 	 financial-disclosures/judicial-watch/Deborah K Chasanow Financial Disclosure Report for 2005.pdf 	 xx
590 	 financial-disclosures/judicial-watch/Deborah K Chasanow Financial Disclosure Report for 2006.pdf 	 xx
590 	 financial-disclosures/judicial-watch/Deborah K Chasanow Financial Disclosure Report for 2007.pdf 	 xx
590 	 financial-disclosures/judicial-watch/Deborah K Chasanow Financial Disclosure Report for 2008.pdf 	 xx
1829 	 financial-disclosures/judicial-watch/Robert B Kugler Financial Disclosure Report for 2005.pdf 	 xx
1507 	 financial-disclosures/judicial-watch/Richard J Holwell Financial Disclosure Report for 2009.pdf 	 xx
1507 	 financial-disclosures/judicial-watch/Richard J Holwell Financial Disclosure Report for 2010.pdf 	 xx
1911 	 financial-disclosures/judicial-watch/Richard J Leon Financial Disclosure Report for 2003.pdf 	 xx
1911 	 financial-disclosures/judicial-watch/Richard J Leon Financial Disclosure Report for 2005.pdf 	 xx
1507 	 financial-disclosures/judicial-watch/Richard J Holwell Financial Disclosure Report for 2005.pdf 	 xx
1507 	 financial-disclosures/judicial-watch/Richard J Holwell Financial Disclosure Report for 2006.pdf 	 xx
1507 	 financial-disclosures/judicial-watch/Richard J Holwell Financial Disclosure Report for 2007.pdf 	 xx
1507 	 financial-disclosures/judicial-watch/Richard J Holwell Financial Disclosure Report for 2008.pdf 	 xx
1911 	 financial-disclosures/judicial-watch/Richard J Leon Financial Disclosure Report for 2006.pdf 	 xx
1911 	 financial-disclosures/judicial-watch/Richard J Leon Financial Disclosure Report for 2007.pdf 	 xx
9107 	 financial-disclosures/2011/F-M/Lewis-PC. M. 09. CAS.tiff 	 xx
xxx 	 financial-disclosures/2011/F-M/Lewis-WA. J1. 03. VI.tiff 	 Wilma A Lewis
9419 	 financial-disclosures/2011/F-M/Levy-RM. M. 02. NYE Res_R_11.tiff 	 xx
1924 	 financial-disclosures/2011/F-M/Lew-RSW. J3 09. CAC.tiff 	 xx
xxx 	 financial-disclosures/2011/F-M/Letts-SJ. J3. 09. CAC.tiff 	 John Spencer Letts
1916 	 financial-disclosures/2011/F-M/Leval-PN J3.02.tiff 	 xx
1912 	 financial-disclosures/2011/F-M/Leonard-TD.J3.10.OKW_R_11/Leonard-TD.J3.10.OKW_R_11_Page_8.tiff 	 xx
xxx 	 financial-disclosures/2011/F-M/Lettow-CF. J1. CC.tiff 	 Charles F Lettow
xxx 	 financial-disclosures/2011/F-M/Lifland-BR. B. 02. NYS.tiff 	 Burton R Lifland
1933 	 financial-disclosures/2011/F-M/Limbaugh-SN J3.08.tiff 	 xx
8738 	 financial-disclosures/2011/R - Z/Shannon-BL.B.03.DE_SIA_R_11/Shannon-BL.B.03.DE_SIA_R_11_Page_9.tiff 	 xx
189 	 financial-disclosures/2013/A - G/Barry-MT. J3. 03_13/Barry-MT. J3. 03. --_R-SIA_13_Page_081.tiff 	 xx
xxx 	 financial-disclosures/2011/R - Z/Shapero-W. B. 06. MIE. Res_R_11.tiff 	 Walter Shapero
2925 	 financial-disclosures/2011/R - Z/Shanstrom-JD.J3.09.MT_R_11.tiff 	 xx
8738 	 financial-disclosures/2011/R - Z/Shannon-BL.B.03.DE_SIA_R_11/Shannon-BL.B.03.DE_SIA_R_11_Page_5.tiff 	 xx
8738 	 financial-disclosures/2011/R - Z/Shannon-BL.B.03.DE_SIA_R_11/Shannon-BL.B.03.DE_SIA_R_11_Page_4.tiff 	 xx
8738 	 financial-disclosures/2011/R - Z/Shannon-BL.B.03.DE_SIA_R_11/Shannon-BL.B.03.DE_SIA_R_11_Page_7.tiff 	 xx
189 	 financial-disclosures/2013/A - G/Barry-MT. J3. 03_13/Barry-MT. J3. 03. --_R-SIA_13_Page_082.tiff 	 xx
2926 	 financial-disclosures/2011/R - Z/Shapiro-NL J3. 03. PAE_R_11.tiff 	 xx
xxx 	 financial-disclosures/2011/R - Z/Shapiro-JE. B. 07. WIE SIA.tiff 	 James E Shapiro
3104 	 financial-disclosures/judicial-watch/John Paul Stevens Financial Disclosure Report for 2005.pdf 	 xx
3104 	 financial-disclosures/judicial-watch/John Paul Stevens Financial Disclosure Report for 2004.pdf 	 xx
3104 	 financial-disclosures/judicial-watch/John Paul Stevens Financial Disclosure Report for 2003.pdf 	 xx
1198 	 financial-disclosures/judicial-watch/John P Gilbert Financial Disclosure Report for 2011.pdf 	 xx
1198 	 financial-disclosures/judicial-watch/John P Gilbert Financial Disclosure Report for 2010.pdf 	 xx
1198 	 financial-disclosures/judicial-watch/John P Gilbert Financial Disclosure Report for 2009.pdf 	 xx
1198 	 financial-disclosures/judicial-watch/John P Gilbert Financial Disclosure Report for 2008.pdf 	 xx
1198 	 financial-disclosures/judicial-watch/John P Gilbert Financial Disclosure Report for 2007.pdf 	 xx
1198 	 financial-disclosures/judicial-watch/John P Gilbert Financial Disclosure Report for 2006.pdf 	 xx
1198 	 financial-disclosures/judicial-watch/John P Gilbert Financial Disclosure Report for 2005.pdf 	 xx
3283 	 financial-disclosures/judicial-watch/Timothy M Tymkovich Financial Disclosure Report for 2003.pdf 	 xx
466 	 financial-disclosures/judicial-watch/Timothy M Burgess Financial Disclosure Report for 2010.pdf 	 xx
466 	 financial-disclosures/judicial-watch/Timothy M Burgess Financial Disclosure Report for 2005.pdf 	 xx
2847 	 financial-disclosures/judicial-watch/Timothy J Savage Financial Disclosure Report for 2010.pdf 	 xx
3123 	 financial-disclosures/judicial-watch/Roger G Strand Financial Disclosure Report for 2004.pdf 	 xx
2847 	 financial-disclosures/judicial-watch/Timothy J Savage Financial Disclosure Report for 2008.pdf 	 xx
466 	 financial-disclosures/judicial-watch/Timothy M Burgess Financial Disclosure Report for 2009.pdf 	 xx
466 	 financial-disclosures/judicial-watch/Timothy M Burgess Financial Disclosure Report for 2008.pdf 	 xx
466 	 financial-disclosures/judicial-watch/Timothy M Burgess Financial Disclosure Report for 2007.pdf 	 xx
466 	 financial-disclosures/judicial-watch/Timothy M Burgess Financial Disclosure Report for 2006.pdf 	 xx
189 	 financial-disclosures/2013/A - G/Barry-MT. J3. 03_13/Barry-MT. J3. 03. --_R-SIA_13_Page_073.tiff 	 xx
189 	 financial-disclosures/2013/A - G/Barry-MT. J3. 03_13/Barry-MT. J3. 03. --_R-SIA_13_Page_074.tiff 	 xx
189 	 financial-disclosures/2013/A - G/Barry-MT. J3. 03_13/Barry-MT. J3. 03. --_R-SIA_13_Page_075.tiff 	 xx
189 	 financial-disclosures/2013/A - G/Barry-MT. J3. 03_13/Barry-MT. J3. 03. --_R-SIA_13_Page_076.tiff 	 xx
189 	 financial-disclosures/2013/A - G/Barry-MT. J3. 03_13/Barry-MT. J3. 03. --_R-SIA_13_Page_077.tiff 	 xx
9105 	 financial-disclosures/2016/Gallo-WV.M.09.CAS_R_16.tiff 	 xx
2742 	 financial-disclosures/judicial-watch/Victoria A Roberts Financial Disclosure Report for 2009.pdf 	 xx
2742 	 financial-disclosures/judicial-watch/Victoria A Roberts Financial Disclosure Report for 2008.pdf 	 xx
2561 	 financial-disclosures/judicial-watch/Virginia A Phillips Financial Disclosure Report for 2003.pdf 	 xx
2742 	 financial-disclosures/judicial-watch/Victoria A Roberts Financial Disclosure Report for 2010.pdf 	 xx
2561 	 financial-disclosures/judicial-watch/Virginia A Phillips Financial Disclosure Report for 2005.pdf 	 xx
189 	 financial-disclosures/2013/A - G/Barry-MT. J3. 03_13/Barry-MT. J3. 03. --_R-SIA_13_Page_079.tiff 	 xx
2561 	 financial-disclosures/judicial-watch/Virginia A Phillips Financial Disclosure Report for 2007.pdf 	 xx
2561 	 financial-disclosures/judicial-watch/Virginia A Phillips Financial Disclosure Report for 2006.pdf 	 xx
2561 	 financial-disclosures/judicial-watch/Virginia A Phillips Financial Disclosure Report for 2009.pdf 	 xx
2561 	 financial-disclosures/judicial-watch/Virginia A Phillips Financial Disclosure Report for 2008.pdf 	 xx
189 	 financial-disclosures/2013/A - G/Barry-MT. J3. 03_13/Barry-MT. J3. 03. --_R-SIA_13_Page_080.tiff 	 xx
3263 	 financial-disclosures/judicial-watch/James T Trimble Financial Disclosure Report for 2003.pdf 	 xx
3263 	 financial-disclosures/judicial-watch/James T Trimble Financial Disclosure Report for 2004.pdf 	 xx
2287 	 financial-disclosures/judicial-watch/James T Moody Financial Disclosure Report for 2009.pdf 	 xx
2287 	 financial-disclosures/judicial-watch/James T Moody Financial Disclosure Report for 2010.pdf 	 xx
2287 	 financial-disclosures/judicial-watch/James T Moody Financial Disclosure Report for 2007.pdf 	 xx
2287 	 financial-disclosures/judicial-watch/James T Moody Financial Disclosure Report for 2008.pdf 	 xx
2287 	 financial-disclosures/judicial-watch/James T Moody Financial Disclosure Report for 2005.pdf 	 xx
2287 	 financial-disclosures/judicial-watch/James T Moody Financial Disclosure Report for 2006.pdf 	 xx
2287 	 financial-disclosures/judicial-watch/James T Moody Financial Disclosure Report for 2003.pdf 	 xx
2287 	 financial-disclosures/judicial-watch/James T Moody Financial Disclosure Report for 2004.pdf 	 xx
2092 	 financial-disclosures/judicial-watch/Samuel H Mays Jr Financial Disclosure Report for 2010.pdf 	 xx
2477 	 financial-disclosures/judicial-watch/Samuel James Otero Financial Disclosure Report for 2003.pdf 	 xx
2092 	 financial-disclosures/judicial-watch/Samuel H Mays Jr Financial Disclosure Report for 2008.pdf 	 xx
2092 	 financial-disclosures/judicial-watch/Samuel H Mays Jr Financial Disclosure Report for 2009.pdf 	 xx
2092 	 financial-disclosures/judicial-watch/Samuel H Mays Jr Financial Disclosure Report for 2005.pdf 	 xx
2092 	 financial-disclosures/judicial-watch/Samuel H Mays Jr Financial Disclosure Report for 2007.pdf 	 xx
2092 	 financial-disclosures/judicial-watch/Samuel H Mays Jr Financial Disclosure Report for 2003.pdf 	 xx
2092 	 financial-disclosures/judicial-watch/Samuel H Mays Jr Financial Disclosure Report for 2004.pdf 	 xx
3505 	 financial-disclosures/judicial-watch/Samuel G Wilson Financial Disclosure Report for 2009.pdf 	 xx
3505 	 financial-disclosures/judicial-watch/Samuel G Wilson Financial Disclosure Report for 2010.pdf 	 xx
3290 	 financial-disclosures/judicial-watch/Wix G Unthank Financial Disclosure Report for 2007.pdf 	 xx
735 	 financial-disclosures/judicial-watch/John C Coughenour Financial Disclosure Report for 2009.pdf 	 xx
735 	 financial-disclosures/judicial-watch/John C Coughenour Financial Disclosure Report for 2010.pdf 	 xx
1221 	 financial-disclosures/judicial-watch/John C Godbold Financial Disclosure Report for 2003.pdf 	 xx
1221 	 financial-disclosures/judicial-watch/John C Godbold Financial Disclosure Report for 2004.pdf 	 xx
735 	 financial-disclosures/judicial-watch/John C Coughenour Financial Disclosure Report for 2005.pdf 	 xx
735 	 financial-disclosures/judicial-watch/John C Coughenour Financial Disclosure Report for 2006.pdf 	 xx
735 	 financial-disclosures/judicial-watch/John C Coughenour Financial Disclosure Report for 2007.pdf 	 xx
735 	 financial-disclosures/judicial-watch/John C Coughenour Financial Disclosure Report for 2008.pdf 	 xx
1932 	 financial-disclosures/judicial-watch/John C Lifland Financial Disclosure Report for 2003.pdf 	 xx
1932 	 financial-disclosures/judicial-watch/John C Lifland Financial Disclosure Report for 2004.pdf 	 xx
1468 	 financial-disclosures/judicial-watch/Robert L Hinkle Financial Disclosure Report for 2009.pdf 	 xx
1468 	 financial-disclosures/judicial-watch/Robert L Hinkle Financial Disclosure Report for 2010.pdf 	 xx
1680 	 financial-disclosures/judicial-watch/Robert L Jordan Financial Disclosure Report for 2003.pdf 	 xx
1680 	 financial-disclosures/judicial-watch/Robert L Jordan Financial Disclosure Report for 2004.pdf 	 xx
1468 	 financial-disclosures/judicial-watch/Robert L Hinkle Financial Disclosure Report for 2005.pdf 	 xx
1468 	 financial-disclosures/judicial-watch/Robert L Hinkle Financial Disclosure Report for 2006.pdf 	 xx
1468 	 financial-disclosures/judicial-watch/Robert L Hinkle Financial Disclosure Report for 2007.pdf 	 xx
1468 	 financial-disclosures/judicial-watch/Robert L Hinkle Financial Disclosure Report for 2008.pdf 	 xx
1568 	 financial-disclosures/judicial-watch/Willis B Hunt Jr Financial Disclosure Report for 2009.pdf 	 xx
1680 	 financial-disclosures/judicial-watch/Robert L Jordan Financial Disclosure Report for 2005.pdf 	 xx
1680 	 financial-disclosures/judicial-watch/Robert L Jordan Financial Disclosure Report for 2006.pdf 	 xx
xxx 	 financial-disclosures/2013/T - Z/Thomas-JJ B. 03. PAM_R_13.tiff 	 John J Thomas
1155 	 financial-disclosures/judicial-watch/Merrick B Garland Financial Disclosure Report for 2004.pdf 	 xx
1155 	 financial-disclosures/judicial-watch/Merrick B Garland Financial Disclosure Report for 2005.pdf 	 xx
203 	 financial-disclosures/judicial-watch/Marianne O Battani Financial Disclosure Report for 2008.pdf 	 xx
1155 	 financial-disclosures/judicial-watch/Merrick B Garland Financial Disclosure Report for 2007.pdf 	 xx
837 	 financial-disclosures/judicial-watch/Ment Ira De Financial Disclosure Report for 2008.pdf 	 xx
837 	 financial-disclosures/judicial-watch/Ment Ira De Financial Disclosure Report for 2009.pdf 	 xx
837 	 financial-disclosures/judicial-watch/Ment Ira De Financial Disclosure Report for 2010.pdf 	 xx
1155 	 financial-disclosures/judicial-watch/Merrick B Garland Financial Disclosure Report for 2003.pdf 	 xx
1346 	 financial-disclosures/judicial-watch/Phyllis J Hamilton Financial Disclosure Report for 2008.pdf 	 xx
1346 	 financial-disclosures/judicial-watch/Phyllis J Hamilton Financial Disclosure Report for 2007.pdf 	 xx
1346 	 financial-disclosures/judicial-watch/Phyllis J Hamilton Financial Disclosure Report for 2010.pdf 	 xx
1346 	 financial-disclosures/judicial-watch/Phyllis J Hamilton Financial Disclosure Report for 2009.pdf 	 xx
1155 	 financial-disclosures/judicial-watch/Merrick B Garland Financial Disclosure Report for 2008.pdf 	 xx
1155 	 financial-disclosures/judicial-watch/Merrick B Garland Financial Disclosure Report for 2009.pdf 	 xx
1916 	 financial-disclosures/judicial-watch/Pierre N Leval Financial Disclosure Report for 2006.pdf 	 xx
1916 	 financial-disclosures/judicial-watch/Pierre N Leval Financial Disclosure Report for 2005.pdf 	 xx
344 	 financial-disclosures/judicial-watch/Pasco M Bowman Financial Disclosure Report for 2005.pdf 	 xx
344 	 financial-disclosures/judicial-watch/Pasco M Bowman Financial Disclosure Report for 2004.pdf 	 xx
2817 	 financial-disclosures/judicial-watch/Pamela A Rymer Financial Disclosure Report for 2010.pdf 	 xx
2817 	 financial-disclosures/judicial-watch/Pamela A Rymer Financial Disclosure Report for 2009.pdf 	 xx
2817 	 financial-disclosures/judicial-watch/Pamela A Rymer Financial Disclosure Report for 2008.pdf 	 xx
2355 	 financial-disclosures/2013/H - M/Murphy-DE. J3. 08. -- R_13.tiff 	 xx
2817 	 financial-disclosures/judicial-watch/Pamela A Rymer Financial Disclosure Report for 2006.pdf 	 xx
2817 	 financial-disclosures/judicial-watch/Pamela A Rymer Financial Disclosure Report for 2005.pdf 	 xx
2359 	 financial-disclosures/2013/H - M/Murphy-HL. J3. 11. GAN_R_13.tiff 	 xx
344 	 financial-disclosures/judicial-watch/Pasco M Bowman Financial Disclosure Report for 2007.pdf 	 xx
344 	 financial-disclosures/judicial-watch/Pasco M Bowman Financial Disclosure Report for 2006.pdf 	 xx
1752 	 financial-disclosures/judicial-watch/Matthew F Kennelly Financial Disclosure Report for 2003.pdf 	 xx
2351 	 financial-disclosures/2013/H - M/Murguia-C. J3. 10. KS_R_13.tiff 	 xx
493 	 financial-disclosures/judicial-watch/Matthew Byrne Jr William Financial Disclosure Report for 2003.pdf 	 xx
493 	 financial-disclosures/judicial-watch/Matthew Byrne Jr William Financial Disclosure Report for 2004.pdf 	 xx
1752 	 financial-disclosures/judicial-watch/Matthew F Kennelly Financial Disclosure Report for 2007.pdf 	 xx
1752 	 financial-disclosures/judicial-watch/Matthew F Kennelly Financial Disclosure Report for 2008.pdf 	 xx
